Price,Close,High,Low,Open,Volume
Ticker,CVRX,CVRX,CVRX,CVRX,CVRX
Date,,,,,
2021-06-28,25.459999084472656,29.0,24.149999618530273,26.25,3604100
2021-07-05,18.540000915527344,27.420000076293945,17.75,25.1299991607666,931700
2021-07-12,20.010000228881836,21.219999313354492,19.00200080871582,20.143999099731445,909400
2021-07-19,20.219999313354492,21.077999114990234,19.079999923706055,19.6299991607666,536800
2021-07-26,19.739999771118164,20.399999618530273,19.139999389648438,20.399999618530273,515700
2021-08-02,21.729999542236328,24.239999771118164,19.6200008392334,19.739999771118164,775100
2021-08-09,18.899999618530273,22.510000228881836,18.860000610351562,21.90999984741211,508700
2021-08-16,18.90999984741211,20.489999771118164,17.84000015258789,18.850000381469727,390800
2021-08-23,19.0,20.149999618530273,18.530000686645508,18.75,354300
2021-08-30,18.860000610351562,19.90999984741211,18.110000610351562,18.979999542236328,412600
2021-09-06,18.81999969482422,19.739999771118164,18.540000915527344,19.350000381469727,472700
2021-09-13,15.170000076293945,19.0,14.859999656677246,18.670000076293945,2201600
2021-09-20,16.190000534057617,16.315000534057617,14.0,14.670000076293945,999100
2021-09-27,16.90999984741211,16.979999542236328,15.130000114440918,16.34000015258789,255600
2021-10-04,16.520000457763672,17.399999618530273,16.0,16.81999969482422,336700
2021-10-11,15.65999984741211,16.65999984741211,15.539999961853027,16.010000228881836,213300
2021-10-18,15.609999656677246,16.014999389648438,15.0,15.680000305175781,133200
2021-10-25,16.90999984741211,17.290000915527344,15.529999732971191,15.5600004196167,276900
2021-11-01,18.600000381469727,19.025999069213867,16.549999237060547,17.010000228881836,315500
2021-11-08,18.479999542236328,19.209999084472656,17.84000015258789,18.75,203100
2021-11-15,13.220000267028809,19.489999771118164,12.779999732971191,18.709999084472656,588400
2021-11-22,12.949999809265137,15.390000343322754,12.5,13.569999694824219,396400
2021-11-29,11.279999732971191,13.9350004196167,10.760000228881836,12.979999542236328,626500
2021-12-06,10.989999771118164,12.300000190734863,10.109999656677246,11.220000267028809,509800
2021-12-13,10.710000038146973,12.079999923706055,10.385000228881836,11.449999809265137,794300
2021-12-20,12.180000305175781,12.34000015258789,10.510000228881836,10.670000076293945,573100
2021-12-27,12.229999542236328,12.5,10.890000343322754,12.130000114440918,232300
2022-01-03,10.529999732971191,12.869999885559082,10.489999771118164,12.229999542236328,346300
2022-01-10,9.470000267028809,10.470000267028809,8.880000114440918,10.119999885559082,513100
2022-01-17,8.869999885559082,9.489999771118164,8.65999984741211,9.289999961853027,188200
2022-01-24,7.679999828338623,8.9399995803833,7.309999942779541,8.649999618530273,460100
2022-01-31,8.029999732971191,8.460000038146973,7.550000190734863,7.71999979019165,348300
2022-02-07,8.15999984741211,9.300000190734863,7.710000038146973,8.020000457763672,321600
2022-02-14,8.010000228881836,8.75,7.539999961853027,8.0600004196167,303400
2022-02-21,9.029999732971191,9.34000015258789,7.78000020980835,8.079999923706055,403700
2022-02-28,8.119999885559082,9.470000267028809,8.029999732971191,9.140000343322754,345500
2022-03-07,6.449999809265137,8.720000267028809,6.400000095367432,8.050000190734863,464500
2022-03-14,6.0,6.860000133514404,5.900000095367432,6.449999809265137,968800
2022-03-21,5.619999885559082,6.510000228881836,5.579999923706055,6.190000057220459,941600
2022-03-28,6.289999961853027,6.300000190734863,5.510000228881836,5.670000076293945,751600
2022-04-04,5.800000190734863,6.289999961853027,5.599999904632568,6.289999961853027,460800
2022-04-11,4.860000133514404,5.730000019073486,4.809999942779541,5.730000019073486,569800
2022-04-18,4.849999904632568,5.670000076293945,4.599999904632568,5.0,678900
2022-04-25,6.230000019073486,7.889999866485596,4.789999961853027,4.889999866485596,2294900
2022-05-02,5.480000019073486,6.460000038146973,5.364999771118164,6.25,818300
2022-05-09,5.289999961853027,5.96999979019165,5.0,5.5,573200
2022-05-16,5.25,5.53000020980835,4.960000038146973,5.199999809265137,346300
2022-05-23,6.039999961853027,6.150000095367432,5.010000228881836,5.269999980926514,406200
2022-05-30,6.059999942779541,6.309999942779541,5.670000076293945,5.980000019073486,282900
2022-06-06,6.730000019073486,7.559999942779541,6.010000228881836,6.210000038146973,634500
2022-06-13,5.619999885559082,6.51200008392334,5.230000019073486,6.5,736700
2022-06-20,7.019999980926514,7.184999942779541,5.591000080108643,5.670000076293945,1524400
2022-06-27,6.119999885559082,7.079999923706055,5.75,7.079999923706055,345400
2022-07-04,6.699999809265137,6.949999809265137,5.989999771118164,5.989999771118164,200700
2022-07-11,6.78000020980835,6.960000038146973,6.070000171661377,6.699999809265137,213700
2022-07-18,7.230000019073486,7.75,6.900000095367432,7.230000019073486,313400
2022-07-25,8.829999923706055,9.220000267028809,7.050000190734863,7.179999828338623,371100
2022-08-01,9.140000343322754,9.710000038146973,8.361000061035156,8.739999771118164,344700
2022-08-08,9.199999809265137,9.545000076293945,8.520000457763672,9.399999618530273,194200
2022-08-15,7.860000133514404,9.227999687194824,7.639999866485596,9.0600004196167,194800
2022-08-22,7.559999942779541,8.40999984741211,7.460000038146973,8.170000076293945,131900
2022-08-29,7.199999809265137,7.800000190734863,7.010000228881836,7.71999979019165,181500
2022-09-05,8.390000343322754,8.489999771118164,7.210000038146973,7.210000038146973,151200
2022-09-12,7.630000114440918,8.847000122070312,7.559999942779541,8.390000343322754,211000
2022-09-19,8.199999809265137,9.399999618530273,7.610000133514404,7.610000133514404,265800
2022-09-26,9.329999923706055,9.569999694824219,7.53000020980835,8.100000381469727,249900
2022-10-03,9.859999656677246,10.6899995803833,8.470000267028809,9.479999542236328,354700
2022-10-10,8.9399995803833,10.020000457763672,8.569999694824219,9.800000190734863,357400
2022-10-17,10.0,10.199999809265137,8.760000228881836,9.09000015258789,163200
2022-10-24,10.399999618530273,10.932000160217285,9.319999694824219,9.90999984741211,285200
2022-10-31,12.239999771118164,12.460000038146973,9.520000457763672,10.210000038146973,319000
2022-11-07,12.350000381469727,12.84000015258789,11.520000457763672,12.479999542236328,266800
2022-11-14,12.050000190734863,12.930000305175781,11.880000114440918,12.380000114440918,137200
2022-11-21,12.489999771118164,12.539999961853027,11.770000457763672,12.029999732971191,75600
2022-11-28,14.4399995803833,14.699999809265137,11.600000381469727,12.239999771118164,378600
2022-12-05,13.789999961853027,14.609999656677246,12.739999771118164,14.180000305175781,211000
2022-12-12,15.470000267028809,15.5,13.25,13.800000190734863,280400
2022-12-19,16.709999084472656,17.0,14.319999694824219,15.5,262400
2022-12-26,18.350000381469727,18.83799934387207,16.700000762939453,16.760000228881836,294600
2023-01-02,16.469999313354492,19.940000534057617,16.34000015258789,18.6299991607666,2452200
2023-01-09,15.869999885559082,17.729999542236328,14.09000015258789,16.829999923706055,1182600
2023-01-16,14.930000305175781,16.350000381469727,13.979999542236328,15.869999885559082,268600
2023-01-23,14.789999961853027,15.989999771118164,14.0,14.880000114440918,745500
2023-01-30,19.399999618530273,19.399999618530273,14.354999542236328,14.869999885559082,931100
2023-02-06,17.1299991607666,19.389999389648438,16.579999923706055,19.09000015258789,685200
2023-02-13,17.200000762939453,17.989999771118164,16.649999618530273,17.170000076293945,339800
2023-02-20,10.880000114440918,12.65999984741211,6.570000171661377,12.0,10371000
2023-02-27,10.699999809265137,12.100000381469727,10.229999542236328,10.899999618530273,1120200
2023-03-06,9.25,10.949999809265137,9.125,10.829999923706055,756900
2023-03-13,9.880000114440918,9.979999542236328,8.465999603271484,9.039999961853027,1056300
2023-03-20,8.819999694824219,10.920000076293945,8.460000038146973,9.859999656677246,1549200
2023-03-27,9.319999694824219,9.449999809265137,8.470000267028809,9.0,644800
2023-04-03,8.970000267028809,9.390000343322754,8.380000114440918,9.319999694824219,627900
2023-04-10,9.279999732971191,9.5600004196167,8.630000114440918,8.930000305175781,310300
2023-04-17,9.550000190734863,9.770000457763672,8.930000305175781,9.289999961853027,337500
2023-04-24,11.640000343322754,13.47700023651123,9.180000305175781,9.609999656677246,1003600
2023-05-01,12.609999656677246,13.010000228881836,11.746999740600586,11.75,615500
2023-05-08,12.289999961853027,12.819999694824219,11.710000038146973,12.680000305175781,216600
2023-05-15,13.390000343322754,13.699999809265137,12.050000190734863,12.350000381469727,483300
2023-05-22,13.25,14.138999938964844,12.970999717712402,13.300000190734863,436300
2023-05-29,12.649999618530273,13.40999984741211,11.899999618530273,13.40999984741211,409800
2023-06-05,14.8100004196167,15.489999771118164,11.520000457763672,12.5600004196167,1031800
2023-06-12,14.9399995803833,15.949999809265137,14.65999984741211,14.960000038146973,1647600
2023-06-19,14.25,15.1899995803833,14.128000259399414,14.9399995803833,1946600
2023-06-26,15.4399995803833,15.630000114440918,13.8100004196167,14.180000305175781,855400
2023-07-03,13.649999618530273,15.930000305175781,13.59000015258789,15.399999618530273,436500
2023-07-10,16.020000457763672,16.149999618530273,13.149999618530273,13.5600004196167,719400
2023-07-17,16.829999923706055,17.208999633789062,15.960000038146973,16.06999969482422,841800
2023-07-24,17.760000228881836,18.850000381469727,16.6200008392334,16.889999389648438,867500
2023-07-31,17.690000534057617,18.639999389648438,17.350000381469727,17.8700008392334,388400
2023-08-07,17.549999237060547,18.19099998474121,17.0,17.8799991607666,399700
2023-08-14,17.43000030517578,18.09000015258789,16.510000228881836,17.6200008392334,373200
2023-08-21,17.309999465942383,18.229999542236328,16.860000610351562,17.450000762939453,317800
2023-08-28,17.299999237060547,18.209999084472656,17.18000030517578,17.309999465942383,243200
2023-09-04,15.670000076293945,17.34000015258789,15.550000190734863,17.309999465942383,263600
2023-09-11,15.140000343322754,16.049999237060547,14.569999694824219,15.600000381469727,373200
2023-09-18,14.5600004196167,15.5,14.430000305175781,15.09000015258789,221600
2023-09-25,15.170000076293945,15.399999618530273,13.734000205993652,14.460000038146973,204000
2023-10-02,14.84000015258789,15.260000228881836,14.319999694824219,15.1899995803833,246200
2023-10-09,11.670000076293945,15.270000457763672,9.920000076293945,14.739999771118164,713200
2023-10-16,12.90999984741211,13.920000076293945,11.460000038146973,11.699999809265137,353300
2023-10-23,13.149999618530273,15.699999809265137,12.454999923706055,12.90999984741211,821800
2023-10-30,17.610000610351562,18.219999313354492,12.005999565124512,13.170000076293945,677000
2023-11-06,17.010000228881836,17.889999389648438,16.360000610351562,17.739999771118164,318000
